file,proof_duration_sec,max_memory,user_cycles
sp1_matrix-ops_n10.log,68.9294805,9.605316162109375,163620
sp1_matrix-ops_n20.log,138.501365833,16.22723388671875,1291894
sp1_matrix-ops_n30.log,327.621589334,32.33380126953125,4349325
sp1_matrix-ops_n40.log,808.865699459,33.02861022949219,10295405
sp1_matrix-ops_n50.log,1287.459416208,33.176666259765625,20096457
