user_cycles,proof_duration_sec,max_memory
2500,1.4015663590769232,2.4041783259465146
7100,1.4451625835384616,2.579816378079928
53700,1.6971027306923077,2.6337057260366588
519500,3.5474923271538463,3.7289452185997596
5100000,23.89526414009091,10.353687633167613
10000000,35.30840614390909,20.252883911132812
51000000,51.14981722718182,24.647394353693183
